Category,Context,Question,Expected_Answer,Model,Model_Answer,Cosine_Similarity,Exact_Match,F1_Score,,Average of Cosine Similarity of DistilBERT,Average of Cosine Similarity of BERT,Average of Cosine Similarity of RoBERTa,Average of Cosine Similarity of Sentence-BERT,Average of Cosine Similarity of LDA,,Average of Exact Match of DistilBERT,Average of Exact Match of BERT,Average of Exact Match of RoBERTa,Average of Exact Match of Sentence-BERT,Average of Exact Match of LDA,,Average of F1 Score of  DistilBERT,Average of F1 Score of  BERT,Average of F1 Score of  RoBERTa,Average of F1 Score of  Sentence-BERT,Average of F1 Score of  LDA
persons,"Sigmund Freud, the founder of psychoanalysis, revolutionized psychology with theories on the unconscious mind. Born in 1856 Austria, he proposed concepts like the Oedipus complex and dream interpretation. Though controversial (e.g., emphasis on sexuality), his 'talking cure' laid groundwork for modern therapy. Fleeing Nazis in 1938, he died in London in 1939. Despite critiques, his influence persists in literature, film, and neuroscience. Freud’s couch remains a symbol of introspection, echoing his belief: 'Unexpressed emotions will never die. They are buried alive and will come forth later in uglier ways.'",How do modern scientists view his theories?,"Some are debated, but foundational to therapy",RoBERTa,controversial,0.25142568,0,0,,,,,,,,,,,,,,,,,,
persons,"Sigmund Freud, the founder of psychoanalysis, revolutionized psychology with theories on the unconscious mind. Born in 1856 Austria, he proposed concepts like the Oedipus complex and dream interpretation. Though controversial (e.g., emphasis on sexuality), his 'talking cure' laid groundwork for modern therapy. Fleeing Nazis in 1938, he died in London in 1939. Despite critiques, his influence persists in literature, film, and neuroscience. Freud’s couch remains a symbol of introspection, echoing his belief: 'Unexpressed emotions will never die. They are buried alive and will come forth later in uglier ways.'",How do modern scientists view his theories?,"Some are debated, but foundational to therapy",Sentence-BERT,"Despite critiques, his influence persists in literature, film, and neuroscience",0.38152367,0,0,,,,,,,,,,,,,,,,,,
persons,"Sigmund Freud, the founder of psychoanalysis, revolutionized psychology with theories on the unconscious mind. Born in 1856 Austria, he proposed concepts like the Oedipus complex and dream interpretation. Though controversial (e.g., emphasis on sexuality), his 'talking cure' laid groundwork for modern therapy. Fleeing Nazis in 1938, he died in London in 1939. Despite critiques, his influence persists in literature, film, and neuroscience. Freud’s couch remains a symbol of introspection, echoing his belief: 'Unexpressed emotions will never die. They are buried alive and will come forth later in uglier ways.'",How do modern scientists view his theories?,"Some are debated, but foundational to therapy",LDA,", emphasis on sexuality), his 'talking cure' laid groundwork for modern therapy",0.6049411,0,0.105263158,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",What mission nearly failed before Armstrong’s intervention?,Gemini 8 (1966),DistilBERT,Gemini 8,0.80261755,0,0.8,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",What mission nearly failed before Armstrong’s intervention?,Gemini 8 (1966),BERT,Gemini 8,0.80261755,0,0.8,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",What mission nearly failed before Armstrong’s intervention?,Gemini 8 (1966),RoBERTa,Gemini 8,0.80261755,0,0.8,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",What mission nearly failed before Armstrong’s intervention?,Gemini 8 (1966),Sentence-BERT,"Armstrong died in 2012, leaving a legacy of exploration",0.14450713,0,0,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",What mission nearly failed before Armstrong’s intervention?,Gemini 8 (1966),LDA,"Born in Ohio in 1930, he flew combat missions in Korea before joining NASA",0.12756166,0,0,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",How many people watched the Moon landing?,600 million,DistilBERT,600 million,0.9999999,1,1,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",How many people watched the Moon landing?,600 million,BERT,600 million,0.9999999,1,1,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",How many people watched the Moon landing?,600 million,RoBERTa,600 million,0.9999999,1,1,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",How many people watched the Moon landing?,600 million,Sentence-BERT,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969",0.059290443,0,0,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",How many people watched the Moon landing?,600 million,LDA,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969",0.059290443,0,0,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",What did Armstrong do after retiring from NASA?,Taught aerospace engineering,DistilBERT,flew combat missions,0.41477722,0,0,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",What did Armstrong do after retiring from NASA?,Taught aerospace engineering,BERT,taught engineering,0.76069117,0,0.8,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",What did Armstrong do after retiring from NASA?,Taught aerospace engineering,RoBERTa,taught engineering,0.76069117,0,0.8,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",What did Armstrong do after retiring from NASA?,Taught aerospace engineering,Sentence-BERT,"Armstrong died in 2012, leaving a legacy of exploration",0.15437123,0,0,,,,,,,,,,,,,,,,,,
persons,"Neil Armstrong, the Apollo 11 astronaut, took humanity’s first steps on the Moon in 1969. Born in Ohio in 1930, he flew combat missions in Korea before joining NASA. His calm under pressure saved the Gemini 8 mission from a spin. The iconic phrase 'That’s one small step for [a] man...' was heard by 600 million viewers. Post-NASA, he taught engineering and avoided fame, embodying humility. Armstrong died in 2012, leaving a legacy of exploration. His reflection on the Moon landing—'It’s a brilliant surface in that sunlight; the horizon seems quite close'—captures its awe.",What did Armstrong do after retiring from NASA?,Taught aerospace engineering,LDA,His calm under pressure saved the Gemini 8 mission from a spin,0.11174789,0,0,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",Name two Michelangelo sculptures.,'David' and 'Pietà',DistilBERT,David' and Sistine Chapel ceiling,0.44183937,0,0.25,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",Name two Michelangelo sculptures.,'David' and 'Pietà',BERT,David' and Sistine Chapel ceiling,0.44183937,0,0.25,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",Name two Michelangelo sculptures.,'David' and 'Pietà',RoBERTa,David' and Sistine Chapel ceiling,0.44183937,0,0.25,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",Name two Michelangelo sculptures.,'David' and 'Pietà',Sentence-BERT,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling",0.32506526,0,0.222222222,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",Name two Michelangelo sculptures.,'David' and 'Pietà',LDA,No matching content found.,0.051214278,0,0,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",What physical challenge did he face painting the Sistine Chapel?,Years of lying on scaffolding,DistilBERT,marble realism,0.1300439,0,0,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",What physical challenge did he face painting the Sistine Chapel?,Years of lying on scaffolding,BERT,lying on scaffolding,0.8941735,0,0.75,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",What physical challenge did he face painting the Sistine Chapel?,Years of lying on scaffolding,RoBERTa,lying on scaffolding,0.8941735,0,0.75,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",What physical challenge did he face painting the Sistine Chapel?,Years of lying on scaffolding,Sentence-BERT,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling",0.02265667,0,0,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",What physical challenge did he face painting the Sistine Chapel?,Years of lying on scaffolding,LDA,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling",0.02265667,0,0,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",How did he describe his sculpting process?,'Saw the angel in the marble and carved until free',DistilBERT,'I saw the angel in the marble and carved until I set him free,0.91504776,0,0.583333333,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",How did he describe his sculpting process?,'Saw the angel in the marble and carved until free',BERT,I saw the angel in the marble and carved until I set him free,0.8515246,0,0.583333333,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",How did he describe his sculpting process?,'Saw the angel in the marble and carved until free',RoBERTa,unprecedented marble realism,0.41632274,0,0.153846154,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",How did he describe his sculpting process?,'Saw the angel in the marble and carved until free',Sentence-BERT,"Later, he designed St",0.16482289,0,0,,,,,,,,,,,,,,,,,,
persons,"Michelangelo, the Renaissance sculptor and painter, created masterpieces like the 'David' and Sistine Chapel ceiling. Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage. His Pietà (1499) showcased unprecedented marble realism. Clashing with Pope Julius II, he nonetheless painted the Vatican’s frescoes (1508–1512), lying on scaffolding for years. Later, he designed St. Peter’s Basilica’s dome. Michelangelo’s poetry revealed his torment: 'I saw the angel in the marble and carved until I set him free.' He died in 1564, a paragon of the 'divine artist.'",How did he describe his sculpting process?,'Saw the angel in the marble and carved until free',LDA,"Born in 1475 Italy, he apprenticed under Ghirlandaio before Lorenzo de’ Medici’s patronage",0.015891999,0,0.086956522,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",What major conflict did Churchill lead Britain through?,World War II,DistilBERT,WWII,0.8718089,0,0,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",What major conflict did Churchill lead Britain through?,World War II,BERT,WWII,0.8718089,0,0,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",What major conflict did Churchill lead Britain through?,World War II,RoBERTa,WWII,0.8718089,0,0,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",What major conflict did Churchill lead Britain through?,World War II,Sentence-BERT,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve",0.34229624,0,0,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",What major conflict did Churchill lead Britain through?,World War II,LDA,"Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940",0.21730177,0,0,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",What famous phrase did he coin about Soviet expansion?,'Iron Curtain',DistilBERT,'We shall fight on the beaches',0.20106938,0,0,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",What famous phrase did he coin about Soviet expansion?,'Iron Curtain',BERT,"'Success is not final, failure is not fatal",0.07609469,0,0,,,,,,,,,,,,,,,,,,
persons,"Winston Churchill, the British Prime Minister during WWII, led his nation through its darkest hours with unwavering resolve. Born in 1874 to an aristocratic family, Churchill had a varied career as a soldier, journalist, and politician before becoming PM in 1940. His stirring speeches ('We shall fight on the beaches') and refusal to surrender to Nazi Germany inspired British resistance. Though he lost the 1945 election, he warned of the 'Iron Curtain' in 1946, anticipating the Cold War. Churchill's leadership, marked by cigar-smoking and V-signs, earned him the Nobel Prize in Literature for his historical writings. He died in 1965, remembered for his conviction that 'Success is not final, failure is not fatal: It is the courage to continue that counts.'",What famous phrase did he coin about Soviet expansion?,'Iron Curtain',RoBERTa,Iron Curtain,0.960233,0,0,,,,,,,,,,,,,,,,,,
